Date&Time,TEMP,HUMI,CO2,STEMP,SWAT,SEC,PPF
10/11/2023 2:00,16.6,74,524,13.9,0,0,0
10/11/2023 3:00,16.4,75,532,13.7,0,0,0
10/11/2023 4:00,16.1,74,545,13.3,0,0,0
10/11/2023 5:00,15.7,75,544,13,0,0,0
10/11/2023 6:00,15.5,75,546,12.7,0,0,0
10/11/2023 7:00,15.7,75,548,13.2,0,0,31
10/11/2023 8:00,19.2,74,534,18.4,0,0,118
10/11/2023 9:00,24.9,49,445,23.3,0,0,608
10/11/2023 10:00,28.5,36,435,28.2,0,0,921
10/11/2023 11:00,28.2,33,425,25.1,0,0,161
10/11/2023 12:00,28.3,31,423,25.9,0,0,199
10/11/2023 13:00,28.9,36,424,27,0,0,164
10/11/2023 14:00,28.5,29,425,25.8,0,0,118
10/11/2023 15:00,28.2,33,426,26.2,0,0,70
10/11/2023 16:00,29.1,34,427,25.5,0,0,136
10/11/2023 17:00,25.6,39,423,22.4,0,0,39
10/11/2023 18:00,22.4,52,450,18.8,0,0,0
10/11/2023 19:00,19.8,65,466,16.6,0,0,0
10/11/2023 20:00,18.6,69,471,15.6,0,0,0
10/11/2023 21:00,17.8,71,492,15,0,0,0
10/11/2023 22:00,17.3,71,501,14.3,0,0,0
10/11/2023 23:00,16.7,72,504,13.8,0,0,0
10/12/2023 0:00,16.3,72,503,13.3,0,0,0
10/12/2023 1:00,15.9,73,521,13.1,0,0,0
10/12/2023 2:00,15.7,73,522,12.8,0,0,0
10/12/2023 3:00,15.4,73,523,12.5,0,0,0
10/12/2023 4:00,15.1,74,525,12.3,0,0,0
10/12/2023 5:00,14.8,73,520,11.8,0,0,0
10/12/2023 6:00,14.4,73,533,11.3,0,0,0
10/12/2023 7:00,14.4,75,527,11.9,0,0,26
10/12/2023 8:00,18.3,74,515,18,0,0,105
10/12/2023 9:00,24.1,46,439,24.1,0,0,627
10/12/2023 10:00,28.4,35,452,28.4,0,0,686
10/12/2023 11:00,28.5,32,430,24.7,0,0,192
10/12/2023 12:00,27.6,34,429,24.4,0,0,153
10/12/2023 13:00,28.9,30,416,26.2,0,0,166
10/12/2023 14:00,28.7,31,429,26.3,0,0,118
10/12/2023 15:00,28.3,30,427,25.6,0,0,72
10/12/2023 16:00,27.6,32,413,24.5,0,0,38
10/12/2023 17:00,25.4,41,435,21.6,0,0,0
10/12/2023 18:00,21.7,54,464,18.1,0,0,0
10/12/2023 19:00,20.9,62,461,17.6,0,0,0
10/12/2023 20:00,20,65,472,16.7,0,0,0
10/12/2023 21:00,19.7,67,487,16.6,0,0,0
10/12/2023 22:00,19.6,68,482,16.4,0,0,0
10/12/2023 23:00,19.3,69,479,16.1,0,0,0
10/13/2023 0:00,18.7,73,487,15.8,0,0,0
10/13/2023 1:00,18.5,74,497,15.8,0,0,0
10/13/2023 2:00,18.6,74,507,15.8,0,0,0
10/13/2023 3:00,18.4,74,516,15.6,0,0,0
10/13/2023 4:00,18.1,74,528,15.2,0,0,0
10/13/2023 5:00,17.7,74,526,14.9,0,0,0
10/13/2023 6:00,17.4,75,522,14.6,0,0,0
10/13/2023 7:00,17.7,75,524,15.2,0,0,0
10/13/2023 8:00,19.6,74,523,17.7,0,0,32
10/13/2023 9:00,23.3,69,488,22.7,0,0,108
10/13/2023 10:00,24.7,48,419,22,0,0,86
10/13/2023 11:00,26.5,45,414,24.2,0,0,132
10/13/2023 12:00,27.1,37,420,24,0,0,78
10/13/2023 13:00,27,39,425,24.1,0,0,56
10/13/2023 14:00,26,40,417,23.4,0,0,88
10/13/2023 15:00,26.5,39,422,23.6,0,0,204
10/13/2023 16:00,25.2,44,459,22.5,0,0,79
10/13/2023 17:00,23.8,46,429,20.9,0,0,21
10/13/2023 18:00,21.3,60,479,18.4,0,0,0
10/13/2023 19:00,20.4,66,480,18,0,0,0
10/13/2023 20:00,19.9,71,475,16.8,0,0,0
10/13/2023 21:00,19.4,72,487,16.3,0,0,0
10/13/2023 22:00,18.4,74,497,15.6,0,0,0
10/13/2023 23:00,17.3,74,511,14.4,0,0,0
10/14/2023 0:00,16.4,73,514,13.7,0,0,0
10/14/2023 1:00,15.9,74,519,13.2,0,0,0
10/14/2023 2:00,15.6,74,517,12.8,0,0,0
10/14/2023 3:00,15.3,75,520,12.7,0,0,0
10/14/2023 4:00,15.6,75,528,12.8,0,0,0
10/14/2023 5:00,15.6,76,523,12.9,0,0,0
10/14/2023 6:00,15.8,77,529,13.2,0,0,0
10/14/2023 7:00,16.7,77,522,14.3,0,0,18
10/14/2023 8:00,18.9,74,512,17,0,0,193
10/14/2023 9:00,21.6,71,492,18.3,0,0,95
10/14/2023 10:00,25.1,46,411,22.4,0,0,402
10/14/2023 11:00,25.7,41,403,23.4,0,0,496
10/14/2023 12:00,26.5,45,412,23.9,0,0,187
10/14/2023 13:00,25.9,45,409,22.1,0,0,18
10/14/2023 14:00,25.5,54,442,23.2,0,0,61
10/14/2023 15:00,25.9,43,411,22.7,0,0,67
10/14/2023 16:00,24.5,45,406,21.2,0,0,8
10/14/2023 17:00,22.5,48,402,19.3,0,0,0
10/14/2023 18:00,20.5,58,410,17,0,0,0
10/14/2023 19:00,18.8,74,435,16,0,0,0
10/14/2023 20:00,18.4,76,448,15.8,0,0,0
10/14/2023 21:00,18,75,463,15,0,0,0
10/14/2023 22:00,17.2,74,466,14.2,0,0,0
10/14/2023 23:00,16.6,75,478,13.7,0,0,0
10/15/2023 0:00,16.2,75,484,13.3,0,0,0
10/15/2023 1:00,16.1,75,487,13.1,0,0,0
10/15/2023 2:00,15.7,74,496,12.6,0,0,0
10/15/2023 3:00,15.2,74,498,12.2,0,0,0
10/15/2023 4:00,14.8,74,507,11.9,0,0,0
10/15/2023 5:00,14.6,75,513,11.6,0,0,0
10/15/2023 6:00,14.4,75,508,11.5,0,0,0
10/15/2023 7:00,14.8,75,507,12,0,0,29
10/15/2023 8:00,18,73,502,17,0,0,180
10/15/2023 9:00,22.8,60,439,21.7,0,0,324
10/15/2023 10:00,24.7,49,417,23.7,0,0,715
10/15/2023 11:00,25.4,47,411,24.6,0,0,355
10/15/2023 12:00,25.4,47,415,24.2,0,0,920
10/15/2023 13:00,25.8,45,406,22.8,0,0,257
10/15/2023 14:00,28.9,38,415,28.1,0,0,333
10/15/2023 15:00,26.5,43,410,23.9,0,0,254
10/15/2023 16:00,25.6,44,408,23.3,0,0,204
10/15/2023 17:00,23.5,52,408,20.6,0,0,45
10/15/2023 18:00,21.4,59,409,18.6,0,0,0
10/15/2023 19:00,19.9,62,403,17.2,0,0,0
10/15/2023 20:00,18.5,70,419,15.6,0,0,0
10/15/2023 21:00,17.7,72,436,14.8,0,0,0
10/15/2023 22:00,17.2,72,450,14.3,0,0,0
10/15/2023 23:00,16.9,73,460,14,0,0,0
10/16/2023 0:00,16.4,73,468,13.4,0,0,0
10/16/2023 1:00,16.3,73,475,13.3,0,0,0
10/16/2023 2:00,16.2,75,480,13.5,0,0,0
10/16/2023 3:00,16.4,76,482,13.7,0,0,0
10/16/2023 4:00,16,73,492,12.7,0,0,0
10/16/2023 5:00,15.4,73,509,12.3,0,0,0
10/16/2023 6:00,15,73,508,11.8,0,0,0
10/16/2023 7:00,14.8,73,506,12,0,0,24
10/16/2023 8:00,17.9,72,493,16.4,0,0,107
10/16/2023 9:00,23,52,428,20.1,0,0,265
10/16/2023 10:00,23.6,42,404,21.5,0,0,233
10/16/2023 11:00,23.9,41,400,21.2,0,0,218
10/16/2023 12:00,26.4,35,416,24.7,0,0,268
10/16/2023 13:00,27.7,33,392,24.1,0,0,233
10/16/2023 14:00,27.7,33,408,27.3,0,0,380
10/16/2023 15:00,26.5,30,404,23.8,0,0,209
10/16/2023 16:00,24.2,33,406,21,0,0,123
10/16/2023 17:00,21.2,38,397,18.2,0,0,29
10/16/2023 18:00,19.2,48,400,16.3,0,0,0
10/16/2023 19:00,17.1,66,425,14.1,0,0,0
10/16/2023 20:00,15.9,70,433,13,0,0,0
10/16/2023 21:00,15.4,70,444,12.3,0,0,0
10/16/2023 22:00,14.8,70,453,11.6,0,0,0
10/16/2023 23:00,14.1,70,460,11,0,0,0
10/17/2023 0:00,13.7,70,474,10.4,0,0,0
10/17/2023 1:00,13.2,71,472,10.1,0,0,0
10/17/2023 2:00,12.8,71,477,9.7,0,0,0
10/17/2023 3:00,12.5,71,486,9.4,0,0,0
10/17/2023 4:00,12.2,71,480,8.9,0,0,0
10/17/2023 5:00,11.7,71,486,8.6,0,0,0
10/17/2023 6:00,11.4,71,492,8.2,0,0,0
10/17/2023 7:00,11.4,71,489,8.5,0,0,20
10/17/2023 8:00,15.1,72,532,13.9,0,0,98
10/17/2023 9:00,20.8,51,434,19,0,0,257
10/17/2023 10:00,26,31,418,26,0,0,927
10/17/2023 11:00,24.6,30,417,25.4,0,0,693
10/17/2023 12:00,26.8,25,411,25,0,0,1234
10/17/2023 13:00,28.3,25,406,26.3,0,0,673
10/17/2023 14:00,25.5,30,399,23.5,0,0,122
10/17/2023 15:00,25.1,31,398,23,0,0,65
10/17/2023 16:00,24.1,35,414,21.8,0,0,30
10/17/2023 17:00,22.8,43,406,19.9,0,0,30
10/17/2023 18:00,20,52,410,17.2,0,0,0
10/17/2023 19:00,17.8,66,433,14.6,0,0,0
10/17/2023 20:00,16.5,70,442,13.6,0,0,0
10/17/2023 21:00,15.6,71,451,12.8,0,0,0
10/17/2023 22:00,14.9,71,458,12.1,0,0,0
10/17/2023 23:00,14.4,71,467,11.5,0,0,0
10/18/2023 0:00,13.9,72,477,11,0,0,0
10/18/2023 1:00,13.4,71,483,10.5,0,0,0
10/18/2023 2:00,13,72,490,10,0,0,0
10/18/2023 3:00,12.7,72,483,9.8,0,0,0
10/18/2023 4:00,12.3,72,493,9.5,0,0,0
10/18/2023 5:00,12.1,72,500,9.2,0,0,0
10/18/2023 6:00,11.8,72,497,8.9,0,0,0
10/18/2023 7:00,12,73,496,9.5,0,0,24
10/18/2023 8:00,15.6,71,484,14.1,0,0,119
10/18/2023 9:00,21.1,65,472,19.4,0,0,138
10/18/2023 10:00,26.5,36,450,25,0,0,875
10/18/2023 11:00,23.9,42,429,23,0,0,168
10/18/2023 12:00,26.8,32,427,24.7,0,0,194
10/18/2023 13:00,29.3,33,442,27.2,0,0,545
10/18/2023 14:00,28,34,422,25.5,0,0,115
10/18/2023 15:00,28,36,416,25.6,0,0,61
10/18/2023 16:00,26.9,38,420,23.7,0,0,33
10/18/2023 17:00,24.3,45,423,21.2,0,0,23
10/18/2023 18:00,20.8,60,440,17.6,0,0,0
10/18/2023 19:00,19,69,447,16,0,0,0
10/18/2023 20:00,18,72,453,15,0,0,0
10/18/2023 21:00,17.4,73,467,14.6,0,0,0
10/18/2023 22:00,16.7,73,479,13.9,0,0,0
10/18/2023 23:00,16.4,74,507,13.5,0,0,0
10/19/2023 0:00,16,74,524,13.3,0,0,0
10/19/2023 1:00,16,74,538,13,0,0,0
10/19/2023 2:00,15.3,74,543,12.5,0,0,0
10/19/2023 3:00,15.4,75,559,12.7,0,0,0
10/19/2023 4:00,15.6,75,562,12.7,0,0,0
10/19/2023 5:00,15,75,571,12.2,0,0,0
10/19/2023 6:00,15.5,76,574,12.8,0,0,0
10/19/2023 7:00,16.4,77,583,13.8,0,0,18
10/19/2023 8:00,18.9,72,536,16.5,0,0,72
10/19/2023 9:00,20.6,73,572,18.7,0,0,105
10/19/2023 10:00,23.5,63,506,20.9,0,0,259
10/19/2023 11:00,25.9,51,422,23.5,0,0,809
10/19/2023 12:00,28.5,46,415,25.7,0,0,297
10/19/2023 13:00,28.9,45,414,27.4,0,0,476
10/19/2023 14:00,27,49,413,25.1,0,0,239
10/19/2023 15:00,25.2,57,398,22.8,0,0,88
10/19/2023 16:00,22.3,69,405,19.2,0,0,21
10/19/2023 17:00,22.1,73,461,19.1,0,0,0
10/19/2023 18:00,21.8,74,467,18.6,0,0,0
10/19/2023 19:00,21.3,76,483,18.4,0,0,0
10/19/2023 20:00,21,77,488,18.2,0,0,0
10/19/2023 21:00,20.8,77,491,18.1,0,0,0
10/19/2023 22:00,20.4,77,501,17.5,0,0,0
10/19/2023 23:00,19.6,77,500,16.7,0,0,0
10/20/2023 0:00,18.9,77,510,16.2,0,0,0
10/20/2023 1:00,18.6,77,506,16,0,0,0
10/20/2023 2:00,18.4,78,514,15.7,0,0,0
10/20/2023 3:00,18.2,78,523,15.5,0,0,0
10/20/2023 4:00,17.9,77,526,14.9,0,0,0
10/20/2023 5:00,17.4,77,522,14.7,0,0,0
10/20/2023 6:00,16.9,77,518,14.2,0,0,0
10/20/2023 7:00,16.7,77,521,14,0,0,12
10/20/2023 8:00,17.2,75,518,14.3,0,0,39
10/20/2023 9:00,21.8,58,412,20.6,0,0,105
10/20/2023 10:00,22.4,42,402,24.1,0,0,646
10/20/2023 11:00,25.4,29,400,23.9,0,0,722
10/20/2023 12:00,24.2,28,404,23.4,0,0,236
10/20/2023 13:00,26.9,25,409,23.6,0,0,627
10/20/2023 14:00,25,25,404,23.3,0,0,377
10/20/2023 15:00,23.9,29,411,21.5,0,0,201
10/20/2023 16:00,21.7,34,399,19.2,0,0,154
10/20/2023 17:00,18.9,44,417,16.9,0,0,19
10/20/2023 18:00,17.7,61,441,14.7,0,0,0
10/20/2023 19:00,16.3,67,437,13.1,0,0,0
10/20/2023 20:00,15.4,69,435,12.2,0,0,0
10/20/2023 21:00,14.5,69,439,11.1,0,0,0
10/20/2023 22:00,13.8,70,440,10.5,0,0,0
10/20/2023 23:00,12.7,69,441,9.3,0,0,0
10/21/2023 0:00,12.6,71,447,9.6,0,0,0
10/21/2023 1:00,13.1,73,453,10.1,0,0,0
10/21/2023 2:00,12.1,70,452,8.7,0,0,0
10/21/2023 3:00,11.1,70,462,7.9,0,0,0
10/21/2023 4:00,10.7,71,454,7.4,0,0,0
10/21/2023 5:00,10.1,71,450,6.9,0,0,0
10/21/2023 6:00,9.8,71,462,6.6,0,0,0
10/21/2023 7:00,9.7,71,457,6.6,0,0,15
10/21/2023 8:00,12.9,70,458,11.6,0,0,89
10/21/2023 9:00,19.6,47,412,18.5,0,0,533
10/21/2023 10:00,23.7,35,409,20.6,0,0,15
10/21/2023 11:00,21.3,46,397,16.9,0,0,16
10/21/2023 12:00,19.8,57,400,17.2,0,0,185
10/21/2023 13:00,24,46,406,21.2,0,0,167
10/21/2023 14:00,25,44,401,22.2,0,0,100
10/21/2023 15:00,23.6,34,406,21.1,0,0,188
10/21/2023 16:00,21.9,37,408,19.1,0,0,110
10/21/2023 17:00,19.4,38,396,16.5,0,0,19
10/21/2023 18:00,17.3,49,412,14,0,0,0
10/21/2023 19:00,15.5,65,418,12.1,0,0,0
10/21/2023 20:00,13.9,68,419,10.7,0,0,0
10/21/2023 21:00,13,69,424,9.7,0,0,0
10/21/2023 22:00,12.1,70,430,9,0,0,0
10/21/2023 23:00,11.6,70,439,8.4,0,0,0
10/22/2023 0:00,11.1,70,452,7.9,0,0,0
10/22/2023 1:00,10.6,71,456,7.5,0,0,0
10/22/2023 2:00,10.3,71,453,7.2,0,0,0
10/22/2023 3:00,10,71,455,6.8,0,0,0
10/22/2023 4:00,9.8,71,464,6.8,0,0,0
10/22/2023 5:00,10.1,72,467,7,0,0,0
10/22/2023 6:00,10.1,72,467,7.1,0,0,0
10/22/2023 7:00,9.8,72,464,6.8,0,0,17
10/22/2023 8:00,13.1,73,475,12.2,0,0,114
10/22/2023 9:00,20.1,49,437,17.9,0,0,327
10/22/2023 10:00,23.6,37,418,24.7,0,0,706
10/22/2023 11:00,24.6,27,419,26.9,0,0,491
10/22/2023 12:00,25.3,25,420,21.3,0,0,472
10/22/2023 13:00,23,33,414,20.9,0,0,268
10/22/2023 14:00,24.3,35,417,22.5,0,0,499
10/22/2023 15:00,23.2,37,408,20,0,0,166
10/22/2023 16:00,22.3,41,404,19,0,0,87
10/22/2023 17:00,20,54,404,16.9,0,0,20
10/22/2023 18:00,18.1,66,438,14.9,0,0,0
10/22/2023 19:00,17.5,71,456,14.9,0,0,0
10/22/2023 20:00,18,73,484,15.2,0,0,0
10/22/2023 21:00,18.1,72,481,15.3,0,0,0
10/22/2023 22:00,17.9,72,494,15.2,0,0,0
10/22/2023 23:00,18.1,71,509,15.2,0,0,0
10/23/2023 0:00,18,72,508,15.1,0,0,0
10/23/2023 1:00,17,67,503,13.6,0,0,0
10/23/2023 2:00,16.1,68,506,12.9,0,0,0
10/23/2023 3:00,15.4,67,519,12.3,0,0,0
10/23/2023 4:00,15.1,68,509,12.1,0,0,0
10/23/2023 5:00,14.7,67,515,11.5,0,0,0
10/23/2023 6:00,14.4,68,523,11.2,0,0,0
10/23/2023 7:00,14.4,68,517,11.7,0,0,20
10/23/2023 8:00,17,68,493,14.7,0,0,114
10/23/2023 9:00,21.5,56,435,20.1,0,0,335
10/23/2023 10:00,26.2,43,425,28.1,0,0,716
10/23/2023 11:00,25.8,43,427,23.9,0,0,266
10/23/2023 12:00,25.7,40,417,27.1,0,0,213
10/23/2023 13:00,23.8,41,419,23.7,0,0,190
10/23/2023 14:00,24.8,40,414,23.1,0,0,135
10/23/2023 15:00,25,40,416,22.7,0,0,83
10/23/2023 16:00,24.8,41,416,22.2,0,0,56
10/23/2023 17:00,23.1,45,428,19.9,0,0,25
10/23/2023 18:00,19.6,60,450,16.3,0,0,0
10/23/2023 19:00,18.3,68,468,15.1,0,0,0
10/23/2023 20:00,17.8,67,479,14.9,0,0,0
10/23/2023 21:00,17.4,66,481,14.5,0,0,0
10/23/2023 22:00,16.9,66,489,13.9,0,0,0
10/23/2023 23:00,16.4,66,496,13.4,0,0,0
10/24/2023 0:00,16,66,500,12.9,0,0,0
10/24/2023 1:00,15.7,66,507,12.7,0,0,0
10/24/2023 2:00,15.4,66,509,12.3,0,0,0
10/24/2023 3:00,15.1,66,521,12.2,0,0,0
10/24/2023 4:00,14.9,67,510,12,0,0,0
10/24/2023 5:00,14.9,67,512,12,0,0,0
10/24/2023 6:00,15.2,68,518,12.3,0,0,0
10/24/2023 7:00,15.4,68,516,12.7,0,0,11
10/24/2023 8:00,16,70,520,13.6,0,0,120
10/24/2023 9:00,21.9,53,443,19.7,0,0,352
10/24/2023 10:00,26.2,38,432,24.4,0,0,801
10/24/2023 11:00,28.2,28,427,26.7,0,0,868
10/24/2023 12:00,25.5,36,424,23.9,0,0,171
10/24/2023 13:00,26.1,35,425,24.1,0,0,149
10/24/2023 14:00,26,37,417,24.1,0,0,116
10/24/2023 15:00,25.7,40,415,22.3,0,0,45
10/24/2023 16:00,25.2,44,429,22.5,0,0,112
10/24/2023 17:00,24.7,50,432,21,0,0,15
10/24/2023 18:00,21.9,62,457,18,0,0,0
10/24/2023 19:00,19.7,70,466,16.6,0,0,0
10/24/2023 20:00,18.6,70,476,15.5,0,0,0
10/24/2023 21:00,18,71,491,14.8,0,0,0
10/24/2023 22:00,17.5,71,498,14.2,0,0,0
10/24/2023 23:00,17.2,72,510,14.1,0,0,0
10/25/2023 0:00,16.9,72,511,13.8,0,0,0
10/25/2023 1:00,16.6,72,516,13.3,0,0,0
10/25/2023 2:00,16.6,73,515,13.5,0,0,0
10/25/2023 3:00,16.5,73,523,13.2,0,0,0
10/25/2023 4:00,15.7,72,520,12.4,0,0,0
10/25/2023 5:00,15.2,72,527,12.1,0,0,0
10/25/2023 6:00,14.8,72,528,11.7,0,0,0
10/25/2023 7:00,14.8,73,525,11.8,0,0,10
10/25/2023 8:00,16.9,73,530,15.5,0,0,97
10/25/2023 9:00,21.9,55,458,19,0,0,239
10/25/2023 10:00,25.7,43,443,25,0,0,730
10/25/2023 11:00,27,41,413,27.4,0,0,879
10/25/2023 12:00,25.8,45,427,23.3,0,0,148
10/25/2023 13:00,26.4,45,423,24.1,0,0,135
10/25/2023 14:00,26.1,45,417,24.2,0,0,91
10/25/2023 15:00,25.9,44,409,23.3,0,0,54
10/25/2023 16:00,25.4,47,422,22.9,0,0,106
10/25/2023 17:00,24.8,55,455,21,0,0,12
10/25/2023 18:00,21.7,65,489,18.3,0,0,0
10/25/2023 19:00,21.2,66,499,18.1,0,0,0
10/25/2023 20:00,20.7,66,500,17.6,0,0,0
10/25/2023 21:00,20.4,66,520,17.3,0,0,0
10/25/2023 22:00,20,66,526,16.9,0,0,0
10/25/2023 23:00,19.5,65,527,16.3,0,0,0
10/26/2023 0:00,19.1,64,523,15.8,0,0,0
10/26/2023 1:00,18.9,64,525,15.6,0,0,0
10/26/2023 2:00,18.9,67,531,16,0,0,0
10/26/2023 3:00,19.7,68,532,16.8,0,0,0
10/26/2023 4:00,19.5,67,537,16.4,0,0,0
10/26/2023 5:00,18.8,65,531,15.5,0,0,0
10/26/2023 6:00,18.4,65,537,15.2,0,0,0
10/26/2023 7:00,18.7,66,537,15.8,0,0,8
10/26/2023 8:00,20.9,66,525,19.5,0,0,120
10/26/2023 9:00,24.8,61,508,20.9,0,0,246
10/26/2023 10:00,26.1,53,446,23.5,0,0,532
10/26/2023 11:00,26.5,47,414,24.4,0,0,321
10/26/2023 12:00,25.7,49,418,24,0,0,124
10/26/2023 13:00,26.5,49,407,24.5,0,0,79
10/26/2023 14:00,27.1,46,407,24.6,0,0,89
10/26/2023 15:00,26.8,47,408,24.1,0,0,53
10/26/2023 16:00,26.2,48,418,23.5,0,0,119
10/26/2023 17:00,25,58,443,21.7,0,0,11
10/26/2023 18:00,23.9,68,446,20.6,0,0,0
10/26/2023 19:00,22.7,66,459,18.9,0,0,0
10/26/2023 20:00,22.7,69,476,19.3,0,0,0
10/26/2023 21:00,22.8,70,479,19.5,0,0,0
10/26/2023 22:00,22.8,71,490,19.6,0,0,0
10/26/2023 23:00,22.3,68,484,18.6,0,0,0
10/27/2023 0:00,21.4,66,502,17.8,0,0,0
10/27/2023 1:00,21.2,68,501,18.1,0,0,0
10/27/2023 2:00,21.7,69,505,18.8,0,0,0
10/27/2023 3:00,21.3,69,513,18.4,0,0,0
10/27/2023 4:00,20.7,68,519,17.8,0,0,0
10/27/2023 5:00,19.5,64,524,15.9,0,0,0
10/27/2023 6:00,18.5,66,543,15.5,0,0,0
10/27/2023 7:00,17.8,66,535,14.9,0,0,7
10/27/2023 8:00,19.9,66,530,18.7,0,0,102
10/27/2023 9:00,22.4,48,428,20.9,0,0,500
10/27/2023 10:00,25.7,38,422,24.2,0,0,653
10/27/2023 11:00,25.8,35,411,25.2,0,0,781
10/27/2023 12:00,23.5,36,408,22.3,0,0,156
10/27/2023 13:00,24.7,36,408,22.7,0,0,139
10/27/2023 14:00,24.9,36,408,22.8,0,0,98
10/27/2023 15:00,24.8,35,409,22.4,0,0,51
10/27/2023 16:00,25.4,46,413,23.2,0,0,99
10/27/2023 17:00,24.7,58,420,20.9,0,0,10
10/27/2023 18:00,21.4,64,438,18.3,0,0,0
10/27/2023 19:00,20.6,63,453,17.3,0,0,0
10/27/2023 20:00,19.9,63,484,16.4,0,0,0
10/27/2023 21:00,19.4,64,503,16.3,0,0,0
10/27/2023 22:00,19.1,64,521,15.8,0,0,0
10/27/2023 23:00,18.5,64,528,15.2,0,0,0
10/28/2023 0:00,18.2,63,541,14.8,0,0,0
10/28/2023 1:00,17.9,63,554,14.4,0,0,0
10/28/2023 2:00,17.6,63,548,14.1,0,0,0
10/28/2023 3:00,17.2,63,560,13.8,0,0,0
10/28/2023 4:00,17,63,561,13.6,0,0,0
10/28/2023 5:00,16.7,64,558,13.4,0,0,0
10/28/2023 6:00,16.5,63,563,13.2,0,0,0
10/28/2023 7:00,16.4,63,577,13.2,0,0,7
10/28/2023 8:00,17.9,63,527,14.5,0,0,106
10/28/2023 9:00,21.7,52,423,18.7,0,0,516
10/28/2023 10:00,25.8,43,439,23.8,0,0,687
10/28/2023 11:00,26.3,38,423,25.8,0,0,643
10/28/2023 12:00,24.4,44,400,23.4,0,0,156
10/28/2023 13:00,24.5,43,409,22.8,0,0,148
10/28/2023 14:00,25.4,48,408,23.9,0,0,115
10/28/2023 15:00,27.2,47,433,24.3,0,0,56
10/28/2023 16:00,26.4,46,413,23.6,0,0,119
10/28/2023 17:00,25,56,426,21.3,0,0,12
10/28/2023 18:00,22.3,65,438,18.9,0,0,0
10/28/2023 19:00,21.5,64,468,18.3,0,0,0
10/28/2023 20:00,20.9,63,471,17.6,0,0,0
10/28/2023 21:00,20.1,64,481,17,0,0,0
10/28/2023 22:00,19.5,63,489,16.5,0,0,0
10/28/2023 23:00,19,63,493,16,0,0,0
10/29/2023 0:00,18.7,63,503,15.6,0,0,0
10/29/2023 1:00,18.4,64,506,15.4,0,0,0
10/29/2023 2:00,18,65,508,15,0,0,0
10/29/2023 3:00,18,64,505,14.8,0,0,0
10/29/2023 4:00,17.7,63,507,14.6,0,0,0
10/29/2023 5:00,17.4,63,508,14.3,0,0,0
10/29/2023 6:00,17.1,63,506,14,0,0,0
10/29/2023 7:00,17,63,502,14.1,0,0,7
10/29/2023 8:00,18.6,63,505,17,0,0,103
10/29/2023 9:00,22.5,52,436,20.2,0,0,523
10/29/2023 10:00,24.9,43,413,24.6,0,0,496
10/29/2023 11:00,27.6,36,420,26.5,0,0,700
10/29/2023 12:00,26,38,418,23.3,0,0,140
10/29/2023 13:00,27.2,33,410,24.5,0,0,144
10/29/2023 14:00,26.7,37,411,25,0,0,101
10/29/2023 15:00,25.9,39,421,23.7,0,0,51
10/29/2023 16:00,25.6,45,420,23,0,0,93
10/29/2023 17:00,24.8,53,422,20.8,0,0,8
10/29/2023 18:00,22.3,60,444,18.6,0,0,0
10/29/2023 19:00,21.6,63,456,18.3,0,0,0
10/29/2023 20:00,20.9,62,469,17.4,0,0,0
10/29/2023 21:00,20.3,63,479,16.8,0,0,0
10/29/2023 22:00,19.8,62,489,16.3,0,0,0
10/29/2023 23:00,19.4,63,505,16,0,0,0
10/30/2023 0:00,19,62,507,15.6,0,0,0
10/30/2023 1:00,18.7,62,511,15.3,0,0,0
10/30/2023 2:00,18.4,62,514,15,0,0,0
10/30/2023 3:00,18.2,63,517,14.8,0,0,0
10/30/2023 4:00,18,63,520,14.6,0,0,0
10/30/2023 5:00,17.9,63,518,14.5,0,0,0
10/30/2023 6:00,17.6,63,512,14.2,0,0,0
10/30/2023 7:00,17.6,63,512,14.3,0,0,8
10/30/2023 8:00,19.1,65,521,16.7,0,0,115
10/30/2023 9:00,23.5,49,440,22.8,0,0,477
10/30/2023 10:00,26.3,46,422,26.4,0,0,369
10/30/2023 11:00,26.2,46,424,25.8,0,0,857
10/30/2023 12:00,25.1,45,414,22.9,0,0,141
10/30/2023 13:00,25.4,42,411,23.4,0,0,132
10/30/2023 14:00,24.9,42,404,23.6,0,0,92
10/30/2023 15:00,25.2,36,409,22.9,0,0,49
10/30/2023 16:00,26,44,425,23.7,0,0,96
10/30/2023 17:00,24.7,56,417,21,0,0,7
10/30/2023 18:00,22.3,64,439,19.2,0,0,0
10/30/2023 19:00,21.8,64,459,18.7,0,0,0
10/30/2023 20:00,20.9,63,462,17.6,0,0,0
10/30/2023 21:00,20.2,64,468,17.1,0,0,0
10/30/2023 22:00,19.7,64,475,16.6,0,0,0
10/30/2023 23:00,19.5,66,477,16.9,0,0,0
10/31/2023 0:00,19.6,64,489,16.4,0,0,0
10/31/2023 1:00,18.7,64,492,15.7,0,0,0
10/31/2023 2:00,18.1,65,496,15.2,0,0,0
10/31/2023 3:00,17.6,64,503,14.7,0,0,0
10/31/2023 4:00,17.1,64,507,14.2,0,0,0
10/31/2023 5:00,16.7,64,508,13.8,0,0,0
10/31/2023 6:00,16.3,64,501,13.3,0,0,0
10/31/2023 7:00,16.1,64,503,13.4,0,0,6
10/31/2023 8:00,17.9,63,493,16.3,0,0,111
10/31/2023 9:00,22.4,52,444,22.4,0,0,487
