Date&Time,TEMP,HUMI,CO2,STEMP,SWAT,SEC,PPF
07/17/2023 17:00,38.5,60,464,36,0,0,70
07/17/2023 18:00,34.7,68,472,33.6,0,0,6
07/17/2023 19:00,32.3,73,481,31.4,0,0,0
07/17/2023 20:00,30.5,75,486,29.8,0,0,0
07/17/2023 21:00,29.8,77,498,29,0,0,0
07/17/2023 22:00,29.3,78,500,28.5,0,0,0
07/17/2023 23:00,29,78,498,28.2,0,0,0
07/18/2023 0:00,28.9,79,504,27.9,0,0,0
07/18/2023 1:00,28.7,79,504,27.6,0,0,0
07/18/2023 2:00,28.4,79,518,27.4,0,0,0
07/18/2023 3:00,28.3,80,521,27.2,0,0,0
07/18/2023 4:00,28.3,80,531,27.1,0,0,0
07/18/2023 5:00,28.2,80,531,26.9,0,0,0
07/18/2023 6:00,28.2,80,533,26.9,0,0,0
07/18/2023 7:00,28.4,80,548,27.1,0,0,6
07/18/2023 8:00,28.8,79,542,27.5,0,0,40
07/18/2023 9:00,30,75,526,28.7,0,0,66
07/18/2023 10:00,29.1,75,415,28.5,0,0,123
07/18/2023 11:00,31.8,70,424,30.9,0,0,138
07/18/2023 12:00,34.4,65,423,32.9,0,0,212
07/18/2023 13:00,33.2,66,432,30.6,0,0,41
07/18/2023 14:00,31.9,69,432,30.2,0,0,89
07/18/2023 15:00,31.4,70,435,29.4,0,0,29
07/18/2023 16:00,30.4,74,440,28.8,0,0,78
07/18/2023 17:00,31.5,72,442,30.1,0,0,64
07/18/2023 18:00,30.7,73,446,28.3,0,0,15
07/18/2023 19:00,29.5,76,457,27.6,0,0,12
07/18/2023 20:00,29.1,77,462,27.1,0,0,0
07/18/2023 21:00,28.1,79,473,26.6,0,0,0
07/18/2023 22:00,27.8,79,475,26.3,0,0,0
07/18/2023 23:00,27.8,80,483,26.2,0,0,0
07/19/2023 0:00,27.6,80,489,26.1,0,0,0
07/19/2023 1:00,27.5,80,497,25.9,0,0,0
07/19/2023 2:00,27.3,80,495,25.8,0,0,0
07/19/2023 3:00,27.2,80,510,25.7,0,0,0
07/19/2023 4:00,26.9,80,511,25.3,0,0,0
07/19/2023 5:00,26.2,79,515,24.8,0,0,0
07/19/2023 6:00,26.4,80,514,25.2,0,0,18
07/19/2023 7:00,28.8,78,520,27.8,0,0,57
07/19/2023 8:00,35.3,65,519,32.6,0,0,111
07/19/2023 9:00,41.3,52,520,37.1,0,0,292
07/19/2023 10:00,47.1,30,414,44.1,0,0,1180
07/19/2023 11:00,44.1,33,409,41.8,0,0,1241
07/19/2023 12:00,59.4,22,391,50,0,0,545
07/19/2023 13:00,58.3,27,403,50,0,0,585
07/19/2023 14:00,65.1,23,382,50,0,0,1423
07/19/2023 15:00,65.6,23,376,50,0,0,1326
07/19/2023 16:00,63.7,25,382,50,0,0,120
07/19/2023 17:00,54.4,35,405,49.8,0,0,260
07/19/2023 18:00,47.4,48,419,42.3,0,0,114
07/19/2023 19:00,39.4,62,440,36.6,0,0,18
07/19/2023 20:00,34.1,71,439,32.6,0,0,0
07/19/2023 21:00,31.6,74,440,31,0,0,0
07/19/2023 22:00,30.4,75,447,29.7,0,0,0
07/19/2023 23:00,29.4,75,450,28.7,0,0,0
07/20/2023 0:00,28.5,75,460,27.8,0,0,0
07/20/2023 1:00,28,76,472,27.3,0,0,0
07/20/2023 2:00,28.4,78,486,27.5,0,0,0
07/20/2023 3:00,28.6,78,489,27.5,0,0,0
07/20/2023 4:00,28.7,78,502,27.5,0,0,0
07/20/2023 5:00,28.5,78,500,27.3,0,0,0
07/20/2023 6:00,28.5,78,503,27.3,0,0,6
07/20/2023 7:00,30.1,76,505,29.6,0,0,75
07/20/2023 8:00,36.1,68,510,34.4,0,0,118
07/20/2023 9:00,40.2,56,508,37.2,0,0,256
07/20/2023 10:00,48.2,40,501,46.8,0,0,618
07/20/2023 11:00,58.6,27,471,50,0,0,1087
07/20/2023 12:00,58.3,29,452,50,0,0,538
07/20/2023 13:00,58.6,29,435,50,0,0,509
07/20/2023 14:00,55.9,32,429,49.5,0,0,469
07/20/2023 15:00,57.4,31,410,49.3,0,0,271
07/20/2023 16:00,49.8,42,419,44.5,0,0,236
07/20/2023 17:00,48,46,425,45.1,0,0,290
07/20/2023 18:00,45.3,50,428,40.8,0,0,112
07/20/2023 19:00,39.7,60,437,36.5,0,0,18
07/20/2023 20:00,34.9,69,449,32.9,0,0,0
07/20/2023 21:00,32.1,74,458,30.8,0,0,0
07/20/2023 22:00,30.7,75,460,29.7,0,0,0
07/20/2023 23:00,29.9,76,474,28.9,0,0,0
07/21/2023 0:00,29.3,76,476,28.3,0,0,0
07/21/2023 1:00,28.8,76,488,27.7,0,0,0
07/21/2023 2:00,28.4,76,486,27.3,0,0,0
07/21/2023 3:00,28.1,77,499,27,0,0,0
07/21/2023 4:00,27.8,77,502,26.7,0,0,0
07/21/2023 5:00,27.4,77,512,26.3,0,0,0
07/21/2023 6:00,27.5,77,513,26.4,0,0,16
07/21/2023 7:00,29.9,74,523,29.4,0,0,71
07/21/2023 8:00,34.6,67,528,33,0,0,137
07/21/2023 9:00,43.1,49,520,38.8,0,0,290
07/21/2023 10:00,54.4,32,495,50,0,0,995
07/21/2023 11:00,58.9,27,486,50,0,0,1158
07/21/2023 12:00,58.7,29,476,50,0,0,517
07/21/2023 13:00,62.3,26,446,50,0,0,598
07/21/2023 14:00,60.9,18,401,50,0,0,1268
07/21/2023 15:00,51.2,22,371,48.3,0,0,1095
07/21/2023 16:00,49.1,24,378,44.2,0,0,802
07/21/2023 17:00,40.8,38,396,38.6,0,0,102
07/21/2023 18:00,37.1,45,399,35,0,0,29
07/21/2023 19:00,33.2,56,385,31.9,0,0,21
07/21/2023 20:00,31,65,406,30.2,0,0,0
07/21/2023 21:00,29.9,70,436,29.2,0,0,0
07/21/2023 22:00,28.9,73,454,28.4,0,0,0
07/21/2023 23:00,28.6,75,459,28.2,0,0,0
07/22/2023 0:00,28.3,75,474,27.8,0,0,0
07/22/2023 1:00,27.7,76,470,27.3,0,0,0
07/22/2023 2:00,27.3,74,447,26.7,0,0,0
07/22/2023 3:00,26.6,74,436,26.1,0,0,0
07/22/2023 4:00,26,74,451,25.4,0,0,0
07/22/2023 5:00,25.4,74,466,24.9,0,0,0
07/22/2023 6:00,25.7,69,407,25.4,0,0,16
07/22/2023 7:00,29.5,59,409,28.3,0,0,74
07/22/2023 8:00,33.5,47,400,31.3,0,0,192
07/22/2023 9:00,36.3,40,400,33.2,0,0,278
07/22/2023 10:00,38,39,392,33.1,0,0,192
07/22/2023 11:00,34.3,47,392,32.3,0,0,241
07/22/2023 12:00,34.2,49,399,32.5,0,0,257
07/22/2023 13:00,33.7,53,402,31.3,0,0,150
07/22/2023 14:00,31.3,60,392,29.5,0,0,109
07/22/2023 15:00,29.7,64,395,28,0,0,25
07/22/2023 16:00,29,69,399,27.5,0,0,23
07/22/2023 17:00,29.3,68,402,28,0,0,26
07/22/2023 18:00,29.8,67,394,28,0,0,10
07/22/2023 19:00,29,72,399,27.3,0,0,0
07/22/2023 20:00,28.3,75,414,26.9,0,0,0
07/22/2023 21:00,28.2,74,416,26.9,0,0,0
07/22/2023 22:00,28.5,73,403,27,0,0,0
07/22/2023 23:00,28.7,73,408,27.1,0,0,0
07/23/2023 0:00,29.2,70,395,27.5,0,0,0
07/23/2023 1:00,29.3,70,397,27.6,0,0,0
07/23/2023 2:00,29.4,69,397,27.6,0,0,0
07/23/2023 3:00,29.6,68,397,27.6,0,0,0
07/23/2023 4:00,29.4,69,402,27.4,0,0,0
07/23/2023 5:00,29.4,70,405,27.5,0,0,0
07/23/2023 6:00,29.6,69,405,27.9,0,0,13
07/23/2023 7:00,30.6,65,403,28.8,0,0,30
07/23/2023 8:00,31.2,63,399,29.2,0,0,42
07/23/2023 9:00,33.4,57,400,31.3,0,0,138
07/23/2023 10:00,33.7,55,395,31.3,0,0,149
07/23/2023 11:00,33.3,58,398,30.5,0,0,89
07/23/2023 12:00,30.1,74,401,28,0,0,28
07/23/2023 13:00,31,73,405,30,0,0,209
07/23/2023 14:00,31.5,72,401,29.4,0,0,86
07/23/2023 15:00,31.2,72,393,29.1,0,0,98
07/23/2023 16:00,29.9,74,385,27.9,0,0,41
07/23/2023 17:00,29.8,75,393,27.9,0,0,25
07/23/2023 18:00,30,76,405,28,0,0,15
07/23/2023 19:00,29.5,77,408,27.4,0,0,0
07/23/2023 20:00,28.9,79,412,27,0,0,0
07/23/2023 21:00,28.6,79,399,26.9,0,0,0
07/23/2023 22:00,28.3,79,395,26.5,0,0,0
07/23/2023 23:00,28.1,80,398,26.4,0,0,0
07/24/2023 0:00,28.1,80,423,26.4,0,0,0
07/24/2023 1:00,28.2,80,406,26.4,0,0,0
07/24/2023 2:00,28.1,81,416,26.4,0,0,0
07/24/2023 3:00,28,80,403,26.2,0,0,0
07/24/2023 4:00,27.9,81,418,26.1,0,0,0
07/24/2023 5:00,27.8,80,426,26,0,0,0
07/24/2023 6:00,27.7,80,429,25.9,0,0,0
07/24/2023 7:00,27.9,79,402,26.3,0,0,35
07/24/2023 8:00,28.6,75,387,26.6,0,0,64
07/24/2023 9:00,28.5,74,390,26.2,0,0,41
07/24/2023 10:00,31.3,66,393,29.8,0,0,214
07/24/2023 11:00,32.5,60,393,29.8,0,0,224
07/24/2023 12:00,36.9,48,396,33.8,0,0,484
07/24/2023 13:00,40.2,41,396,36.1,0,0,440
07/24/2023 14:00,44.5,35,394,40.2,0,0,431
07/24/2023 15:00,43.5,36,394,37.9,0,0,265
07/24/2023 16:00,43.5,37,400,37.2,0,0,264
07/24/2023 17:00,39.8,43,402,36.3,0,0,318
07/24/2023 18:00,37.7,49,401,33,0,0,36
07/24/2023 19:00,32.5,65,419,29.9,0,0,3
07/24/2023 20:00,30.6,72,411,28.8,0,0,0
07/24/2023 21:00,29.6,76,439,28.1,0,0,0
07/24/2023 22:00,29,78,455,27.7,0,0,0
07/24/2023 23:00,29.2,78,438,27.7,0,0,0
07/25/2023 0:00,29.2,77,417,27.5,0,0,0
07/25/2023 1:00,29.3,76,437,27.6,0,0,0
07/25/2023 2:00,28.9,77,457,27.1,0,0,0
07/25/2023 3:00,28.6,79,459,27.1,0,0,0
07/25/2023 4:00,28.6,79,476,26.9,0,0,0
07/25/2023 5:00,28.5,80,477,26.8,0,0,0
07/25/2023 6:00,28.6,79,466,27,0,0,6
07/25/2023 7:00,29.1,77,437,27.3,0,0,15
07/25/2023 8:00,28.6,78,421,26.9,0,0,28
07/25/2023 9:00,29.7,75,405,27.8,0,0,98
07/25/2023 10:00,31.3,71,404,29.1,0,0,116
07/25/2023 11:00,36.7,55,415,31.7,0,0,47
07/25/2023 12:00,31.8,70,414,30.6,0,0,297
07/25/2023 13:00,35,57,404,33.6,0,0,492
07/25/2023 14:00,42.2,39,396,35.6,0,0,150
07/25/2023 15:00,37.3,52,406,34.6,0,0,432
07/25/2023 16:00,39.8,45,400,35.6,0,0,336
07/25/2023 17:00,35.8,56,405,32.2,0,0,72
07/25/2023 18:00,33.1,61,415,30.1,0,0,20
07/25/2023 19:00,30.3,73,433,28.3,0,0,0
07/25/2023 20:00,29.7,73,424,27.8,0,0,0
07/25/2023 21:00,28.8,76,445,27.1,0,0,0
07/25/2023 22:00,28,77,443,26.5,0,0,0
07/25/2023 23:00,27.5,78,460,26.1,0,0,0
07/26/2023 0:00,27.5,79,453,26.2,0,0,0
07/26/2023 1:00,27.3,79,465,25.9,0,0,0
07/26/2023 2:00,27.3,79,461,26,0,0,0
07/26/2023 3:00,27.4,80,462,26,0,0,0
07/26/2023 4:00,27.4,79,464,25.9,0,0,0
07/26/2023 5:00,27.1,80,471,25.7,0,0,0
07/26/2023 6:00,27.2,80,468,25.9,0,0,12
07/26/2023 7:00,29.1,78,448,27.6,0,0,78
07/26/2023 8:00,31,70,432,28.9,0,0,105
07/26/2023 9:00,33.1,62,423,31.6,0,0,282
07/26/2023 10:00,42,40,436,37.4,0,0,384
07/26/2023 11:00,41,41,423,37.1,0,0,818
07/26/2023 12:00,51.6,26,421,42.2,0,0,559
07/26/2023 13:00,51.3,26,412,48.2,0,0,637
07/26/2023 14:00,49.2,28,405,44.5,0,0,598
07/26/2023 15:00,35.2,58,427,31,0,0,13
07/26/2023 16:00,29.5,69,420,27.7,0,0,20
07/26/2023 17:00,29.1,74,425,27.8,0,0,43
07/26/2023 18:00,28.8,76,438,27.4,0,0,0
07/26/2023 19:00,28.5,77,431,27.1,0,0,2
07/26/2023 20:00,28.4,78,448,27,0,0,0
07/26/2023 21:00,28.3,79,456,26.9,0,0,0
07/26/2023 22:00,28.2,79,454,26.7,0,0,0
07/26/2023 23:00,27.7,78,439,26.2,0,0,0
07/27/2023 0:00,27.2,78,438,25.8,0,0,0
07/27/2023 1:00,26.9,78,453,25.6,0,0,0
07/27/2023 2:00,26.5,79,463,25.3,0,0,0
07/27/2023 3:00,26.3,79,453,25.1,0,0,0
07/27/2023 4:00,26.3,79,454,25,0,0,0
07/27/2023 5:00,26.1,79,491,24.8,0,0,0
07/27/2023 6:00,26.3,80,482,25.3,0,0,16
07/27/2023 7:00,28.4,78,456,26.8,0,0,50
07/27/2023 8:00,32.6,66,447,29.8,0,0,112
07/27/2023 9:00,36.4,55,437,33.2,0,0,295
07/27/2023 10:00,43.4,37,440,41.5,0,0,582
07/27/2023 11:00,48.2,29,417,43.6,0,0,1343
07/27/2023 12:00,39.8,44,436,36.6,0,0,222
07/27/2023 13:00,38.8,46,421,39.5,0,0,502
07/27/2023 14:00,40,42,418,38.8,0,0,261
07/27/2023 15:00,39,48,419,40.7,0,0,263
07/27/2023 16:00,38.5,58,422,36.2,0,0,547
07/27/2023 17:00,35.9,58,430,33.5,0,0,114
07/27/2023 18:00,31.9,67,427,31,0,0,33
07/27/2023 19:00,31.6,69,443,29.8,0,0,15
07/27/2023 20:00,30.4,76,461,29,0,0,0
07/27/2023 21:00,29.4,78,472,28.2,0,0,0
07/27/2023 22:00,28.8,79,487,27.4,0,0,0
07/27/2023 23:00,28.4,80,486,27.3,0,0,0
07/28/2023 0:00,28.1,80,506,26.9,0,0,0
07/28/2023 1:00,27.7,80,511,26.7,0,0,0
07/28/2023 2:00,27.5,80,515,26.3,0,0,0
07/28/2023 3:00,27.4,81,510,26.3,0,0,0
07/28/2023 4:00,27,81,516,25.9,0,0,0
07/28/2023 5:00,26.9,81,498,25.7,0,0,0
07/28/2023 6:00,26.9,81,482,26.1,0,0,19
07/28/2023 7:00,28.7,79,460,27.7,0,0,58
07/28/2023 8:00,31.6,70,439,29.5,0,0,128
07/28/2023 9:00,33.7,63,427,31.5,0,0,203
07/28/2023 10:00,37,51,427,39.2,0,0,713
07/28/2023 11:00,40.8,38,425,41,0,0,1023
07/28/2023 12:00,42,38,419,39.4,0,0,337
07/28/2023 13:00,42.9,37,408,47,0,0,502
07/28/2023 14:00,39.7,41,409,40,0,0,157
07/28/2023 15:00,41.8,37,409,45.7,0,0,793
07/28/2023 16:00,42.2,37,421,40,0,0,806
07/28/2023 17:00,39.1,42,420,36.9,0,0,237
07/28/2023 18:00,36.8,49,427,33.7,0,0,85
07/28/2023 19:00,33.7,57,429,31.6,0,0,13
07/28/2023 20:00,31.4,66,462,29.6,0,0,0
07/28/2023 21:00,30.7,70,476,29.4,0,0,0
07/28/2023 22:00,30.5,74,456,29,0,0,0
07/28/2023 23:00,29.4,77,509,28.1,0,0,0
07/29/2023 0:00,29,79,498,27.7,0,0,0
07/29/2023 1:00,28.9,79,506,27.7,0,0,0
07/29/2023 2:00,28.8,79,492,27.6,0,0,0
07/29/2023 3:00,28.7,79,491,27.6,0,0,0
07/29/2023 4:00,28.4,79,528,27,0,0,0
07/29/2023 5:00,27.9,79,493,26.5,0,0,0
07/29/2023 6:00,27.8,80,485,26.9,0,0,20
07/29/2023 7:00,29.5,75,440,28.4,0,0,58
07/29/2023 8:00,32.4,65,432,30.4,0,0,111
07/29/2023 9:00,35.3,55,418,33.9,0,0,245
07/29/2023 10:00,41.3,40,415,48.7,0,0,1003
07/29/2023 11:00,42.7,33,422,42.3,0,0,1294
07/29/2023 12:00,43.6,32,416,40.3,0,0,453
07/29/2023 13:00,43.4,34,406,45,0,0,588
07/29/2023 14:00,40.8,38,410,38.3,0,0,192
07/29/2023 15:00,43.3,34,407,47.2,0,0,550
07/29/2023 16:00,42.7,35,409,39.7,0,0,638
07/29/2023 17:00,38.7,47,409,36.6,0,0,181
07/29/2023 18:00,37.5,46,412,35,0,0,75
07/29/2023 19:00,35.4,54,419,32.7,0,0,19
07/29/2023 20:00,32.1,62,446,30.2,0,0,0
07/29/2023 21:00,31.5,68,429,29.3,0,0,0
07/29/2023 22:00,29.6,76,414,28.1,0,0,0
07/29/2023 23:00,29,78,423,27.8,0,0,0
07/30/2023 0:00,29,80,436,27.9,0,0,0
07/30/2023 1:00,29.1,80,455,28,0,0,0
07/30/2023 2:00,28.8,79,449,27.5,0,0,0
07/30/2023 3:00,28.3,80,476,27.2,0,0,0
07/30/2023 4:00,28.2,80,468,26.9,0,0,0
07/30/2023 5:00,27.6,80,484,26.6,0,0,0
07/30/2023 6:00,27.5,80,473,26.6,0,0,12
07/30/2023 7:00,29.1,78,442,28.2,0,0,59
07/30/2023 8:00,31.6,70,422,29.8,0,0,119
07/30/2023 9:00,33.9,62,422,32.3,0,0,199
07/30/2023 10:00,36.9,49,410,36.6,0,0,392
07/30/2023 11:00,35.5,61,436,33.7,0,0,384
07/30/2023 12:00,36.2,52,422,34,0,0,97
07/30/2023 13:00,37.2,51,411,37.7,0,0,453
07/30/2023 14:00,41.1,39,399,41.9,0,0,417
07/30/2023 15:00,41.1,40,394,42.4,0,0,603
07/30/2023 16:00,38.4,50,412,35.4,0,0,156
07/30/2023 17:00,35.9,52,416,34,0,0,45
07/30/2023 18:00,30.9,73,404,29.5,0,0,0
07/30/2023 19:00,29.5,78,415,28.7,0,0,0
07/30/2023 20:00,29.3,80,432,28.4,0,0,0
07/30/2023 21:00,28.9,80,425,27.9,0,0,0
07/30/2023 22:00,28.4,80,436,27.3,0,0,0
07/30/2023 23:00,28,80,436,27,0,0,0
07/31/2023 0:00,27.8,81,430,26.8,0,0,0
07/31/2023 1:00,27.7,81,456,26.7,0,0,0
07/31/2023 2:00,27.4,81,468,26.4,0,0,0
07/31/2023 3:00,27.2,81,465,26.1,0,0,0
07/31/2023 4:00,26.8,81,484,25.8,0,0,0
07/31/2023 5:00,26.5,80,476,25.4,0,0,0
07/31/2023 6:00,26.4,81,492,25.5,0,0,11
07/31/2023 7:00,28.4,78,445,27.3,0,0,52
07/31/2023 8:00,31.3,69,439,28.9,0,0,115
07/31/2023 9:00,34.8,59,432,32.8,0,0,254
07/31/2023 10:00,40.5,44,410,45.1,0,0,1056
07/31/2023 11:00,43.4,37,404,42,0,0,1167
07/31/2023 12:00,43.6,36,401,39.4,0,0,514
07/31/2023 13:00,43.8,33,392,40.9,0,0,380
07/31/2023 14:00,43.3,37,399,43.7,0,0,428
07/31/2023 15:00,41.9,38,409,43.1,0,0,389
07/31/2023 16:00,41.5,41,400,38.2,0,0,178
07/31/2023 17:00,38.2,47,396,36,0,0,136
07/31/2023 18:00,37,51,409,34.4,0,0,74
07/31/2023 19:00,33.5,63,430,30.5,0,0,9
07/31/2023 20:00,31.3,72,465,29.9,0,0,0
07/31/2023 21:00,30.9,74,459,29.2,0,0,0
07/31/2023 22:00,30,77,490,28.9,0,0,0
07/31/2023 23:00,29.6,78,501,28.4,0,0,0
08/01/2023 0:00,29.1,79,511,28,0,0,0
08/01/2023 1:00,28.7,79,511,27.6,0,0,0
08/01/2023 2:00,28.3,80,515,27.3,0,0,0
08/01/2023 3:00,28,80,515,27,0,0,0
08/01/2023 4:00,27.7,80,517,26.8,0,0,0
08/01/2023 5:00,27.6,80,508,26.5,0,0,0
08/01/2023 6:00,27.5,81,517,26.7,0,0,11
08/01/2023 7:00,29.5,77,463,28.8,0,0,58
08/01/2023 8:00,33.1,65,441,30.9,0,0,100
08/01/2023 9:00,36.4,54,421,33.7,0,0,253
08/01/2023 10:00,42.1,43,414,47.7,0,0,1032
08/01/2023 11:00,44.3,37,396,44.4,0,0,1202
08/01/2023 12:00,46,32,395,42.1,0,0,218
08/01/2023 13:00,41.9,39,406,39.8,0,0,244
08/01/2023 14:00,43.3,40,403,49.3,0,0,956
08/01/2023 15:00,41.8,45,403,37.2,0,0,124
08/01/2023 16:00,36.6,60,434,34.2,0,0,83
08/01/2023 17:00,35.1,66,402,34,0,0,93
08/01/2023 18:00,33.8,71,429,32.2,0,0,35
08/01/2023 19:00,33.3,74,467,31.3,0,0,6
08/01/2023 20:00,31.4,77,470,29.7,0,0,0
08/01/2023 21:00,30.2,79,442,29,0,0,0
08/01/2023 22:00,29.9,80,486,28.8,0,0,0
08/01/2023 23:00,29.7,81,502,28.6,0,0,0
08/02/2023 0:00,29.6,81,516,28.4,0,0,0
08/02/2023 1:00,29.2,81,506,28,0,0,0
08/02/2023 2:00,29,81,529,27.8,0,0,0
08/02/2023 3:00,28.7,81,519,27.5,0,0,0
08/02/2023 4:00,28.4,81,536,27.2,0,0,0
08/02/2023 5:00,28.2,81,518,27,0,0,0
08/02/2023 6:00,28.1,81,513,27.2,0,0,11
08/02/2023 7:00,29.9,79,479,28.7,0,0,61
08/02/2023 8:00,32.3,70,446,30.1,0,0,155
08/02/2023 9:00,35.1,59,422,33.9,0,0,265
08/02/2023 10:00,39.5,47,432,43.6,0,0,737
08/02/2023 11:00,40.4,46,422,37.8,0,0,307
08/02/2023 12:00,44.4,40,408,41.9,0,0,601
08/02/2023 13:00,42.1,43,424,39.3,0,0,381
08/02/2023 14:00,42.6,42,416,46.3,0,0,525
08/02/2023 15:00,41.4,42,402,40.5,0,0,288
08/02/2023 16:00,43,40,396,40.9,0,0,475
08/02/2023 17:00,40.4,42,412,39.7,0,0,269
08/02/2023 18:00,37.7,45,418,35.1,0,0,85
08/02/2023 19:00,34.7,52,433,31.5,0,0,9
08/02/2023 20:00,31,67,449,29,0,0,0
08/02/2023 21:00,29.5,74,497,28,0,0,0
08/02/2023 22:00,28.9,75,488,27.7,0,0,0
08/02/2023 23:00,28.7,76,483,27.7,0,0,0
08/03/2023 0:00,28.8,77,516,27.5,0,0,0
08/03/2023 1:00,28.9,78,509,27.7,0,0,0
08/03/2023 2:00,29,77,494,27.4,0,0,0
08/03/2023 3:00,28.3,78,489,26.7,0,0,0
08/03/2023 4:00,27.8,79,503,26.5,0,0,0
08/03/2023 5:00,27.7,79,510,26.5,0,0,0
08/03/2023 6:00,27.7,79,505,26.6,0,0,6
08/03/2023 7:00,29.6,76,456,28.3,0,0,43
08/03/2023 8:00,33.3,64,443,31.3,0,0,92
08/03/2023 9:00,37,54,435,33.8,0,0,208
08/03/2023 10:00,42.2,39,415,45.8,0,0,1166
08/03/2023 11:00,43.2,35,398,39.8,0,0,245
08/03/2023 12:00,43.5,36,418,41,0,0,487
08/03/2023 13:00,46.2,32,402,44.5,0,0,532
08/03/2023 14:00,43.8,34,408,43.5,0,0,158
08/03/2023 15:00,45.2,34,405,42.7,0,0,643
08/03/2023 16:00,38.8,48,415,36.2,0,0,88
08/03/2023 17:00,38.5,52,436,37.2,0,0,199
08/03/2023 18:00,36.7,57,445,33.5,0,0,55
08/03/2023 19:00,34.6,57,440,32,0,0,0
08/03/2023 20:00,32.1,66,452,30.3,0,0,0
08/03/2023 21:00,31.6,69,482,30,0,0,0
08/03/2023 22:00,31,71,467,29.6,0,0,0
08/03/2023 23:00,30.4,75,518,28.5,0,0,0
08/04/2023 0:00,29.9,76,492,28.7,0,0,0
08/04/2023 1:00,29.3,77,520,27.9,0,0,0
08/04/2023 2:00,28.9,78,523,27.5,0,0,0
08/04/2023 3:00,28.6,78,502,27.3,0,0,0
08/04/2023 4:00,28.3,78,488,26.9,0,0,0
08/04/2023 5:00,28,79,516,26.4,0,0,0
08/04/2023 6:00,27.8,79,511,26.7,0,0,3
08/04/2023 7:00,29.5,76,456,28.6,0,0,42
08/04/2023 8:00,33.4,62,449,31.1,0,0,88
08/04/2023 9:00,36.6,51,424,34.8,0,0,196
08/04/2023 10:00,41.9,40,415,44.4,0,0,1040
08/04/2023 11:00,42.8,37,406,41.2,0,0,693
08/04/2023 12:00,45,34,400,40.8,0,0,335
08/04/2023 13:00,42.8,38,405,38.3,0,0,190
08/04/2023 14:00,41.8,39,403,38.7,0,0,278
08/04/2023 15:00,36.9,57,427,34.5,0,0,127
08/04/2023 16:00,36.2,60,448,33.4,0,0,67
08/04/2023 17:00,34.7,65,433,32.3,0,0,44
08/04/2023 18:00,34.7,64,436,32.3,0,0,41
08/04/2023 19:00,33.6,66,436,31.4,0,0,1
08/04/2023 20:00,31.9,72,509,29.6,0,0,0
08/04/2023 21:00,31,72,456,29.3,0,0,0
08/04/2023 22:00,30.7,74,491,29.1,0,0,0
08/04/2023 23:00,30.5,75,493,28.7,0,0,0
08/05/2023 0:00,29.8,77,492,28.2,0,0,0
08/05/2023 1:00,29.4,78,500,28,0,0,0
08/05/2023 2:00,29.3,79,552,27.9,0,0,0
08/05/2023 3:00,29.3,79,518,28,0,0,0
08/05/2023 4:00,29,79,549,27.4,0,0,0
08/05/2023 5:00,28.6,79,543,27,0,0,0
08/05/2023 6:00,28.5,80,557,27.1,0,0,3
08/05/2023 7:00,29.8,79,505,29.1,0,0,46
08/05/2023 8:00,32.5,68,447,30.6,0,0,96
08/05/2023 9:00,36.1,57,441,33.7,0,0,237
08/05/2023 10:00,40.7,45,424,44.8,0,0,716
08/05/2023 11:00,44.5,39,420,44.3,0,0,1259
08/05/2023 12:00,45,36,412,42.4,0,0,461
08/05/2023 13:00,43.9,39,415,40.3,0,0,408
08/05/2023 14:00,41.4,41,418,37.7,0,0,116
08/05/2023 15:00,41.4,42,420,40.5,0,0,253
08/05/2023 16:00,43.1,38,413,40.5,0,0,551
08/05/2023 17:00,40.4,42,418,38,0,0,140
08/05/2023 18:00,37.7,52,427,35,0,0,43
08/05/2023 19:00,35.2,57,419,32.9,0,0,2
08/05/2023 20:00,32.1,66,431,30.3,0,0,0
08/05/2023 21:00,30.6,71,436,29.3,0,0,0
08/05/2023 22:00,30,74,469,28.5,0,0,0
08/05/2023 23:00,29.6,76,517,28.3,0,0,0
08/06/2023 0:00,29.3,77,491,28,0,0,0
08/06/2023 1:00,29.4,78,511,28,0,0,0
08/06/2023 2:00,29.2,78,522,27.9,0,0,0
08/06/2023 3:00,29,78,527,27.5,0,0,0
08/06/2023 4:00,28.7,79,515,27.2,0,0,0
08/06/2023 5:00,28.6,79,520,27.1,0,0,0
08/06/2023 6:00,28.4,80,537,27.2,0,0,4
08/06/2023 7:00,29.9,78,517,28.9,0,0,42
08/06/2023 8:00,33,66,490,31.6,0,0,101
08/06/2023 9:00,36.2,57,485,34.2,0,0,228
08/06/2023 10:00,40.5,44,447,44.9,0,0,635
08/06/2023 11:00,45,38,433,43.9,0,0,1075
08/06/2023 12:00,45.3,38,419,42.8,0,0,438
08/06/2023 13:00,44.2,38,408,41.9,0,0,382
08/06/2023 14:00,42.5,43,412,41.2,0,0,332
08/06/2023 15:00,39.3,50,413,35.7,0,0,83
08/06/2023 16:00,36.5,55,420,34.7,0,0,44
08/06/2023 17:00,36.4,55,417,36.1,0,0,171
08/06/2023 18:00,36.9,56,426,34,0,0,16
08/06/2023 19:00,32.7,75,432,30.9,0,0,0
08/06/2023 20:00,31.6,75,439,29.9,0,0,0
08/06/2023 21:00,30.5,74,419,29.3,0,0,0
08/06/2023 22:00,29.7,77,434,28.5,0,0,0
08/06/2023 23:00,29.6,78,430,28.7,0,0,0
08/07/2023 0:00,29.4,79,436,28.4,0,0,0
